Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction
"15 Laurel Manor, Rathfarnham, Rathfarnham, Dublin 16, D16H6V6",590000,3,3,Terrace,102,A3,53.273777,-6.303527,2745,rathfarnham-dublin,Dublin,,NA
"6 Breffni Court, N41TX04",AMV: 99000,2,1,Terrace,70,C3,54.168316,-8.142483,7125,drumkeeran-leitrim,Leitrim,,2001
"Main Street, Arthurstown, Arthurstown, Co. Wexford, Y34EP11",210000,3,1,Terrace,98,G,52.242146,-6.951405,2899,arthurstown-wexford,Wexford,"Currently Extending to 85 sq m, Outstanding Potential To Create A Stunning Coastal Property, Village Centre Location, Close to Numerous Sandy Beaches ",1900
"3 Dolphin Road,Maudlintown, Wexford Town, Co. Wexford, Y35K5N5",140000,2,1,Terrace,65,G,52.328758,-6.45002,5755,wexford-town-wexford,Wexford,"ideal 1st time buyer home, close proximity to wexford town centre, all amenities adjacent",1955
"Apartment 8 , Riverwalk Apartments, Main Street, Castlerea, Co. Roscommon, F45Y668",165000,2,2,Apartment,85,B3,53.768044,-8.495014,1663,castlerea-roscommon,Roscommon,,NA
"109 Manydown Close, Red Barns Road, Dundalk, Co. Louth, A91WFD1",330000,4,2,Semi-D,N/A,C2,54.002647,-6.373426,5057,dundalk-louth,Louth,Manydown continues to be one of Dundalk's most popular 4 bed residential Developments.,1994
"1 Oakview, Athy Road, Carlow Town, Co. Carlow, R93KAP5",950000,3,2,Apartment,361,C2,52.841927,-6.929797,3726,carlow-town-carlow,Carlow,"Investment Opportunity, Excellent location, Multi use unit, Tenant in Situ in commercial unit included",1992
"Main Street, Urlingford, Urlingford, Co. Kilkenny, E41Y1T6",150000,4,1,Terrace,185,G,52.719741,-7.584197,3613,urlingford-kilkenny,Kilkenny,,NA
"KYLE GAA CLUB, Ballinla, Ballaghmore, Co. Laois, R32F6W6",100000,4,3,Detached,220,SI_666,52.959511,-7.692369,7020,ballaghmore-laois,Laois,"Existing Cottage With FPP for renovation and extension, May qualify for the vacant property refurbishment grant ",NA
"16 Chelmsford Manor, Celbridge, Co. Kildare, W23A434",520000,3,3,Semi-D,108,B3,53.326162,-6.547367,6875,celbridge-kildare,Kildare,"3 bedroom energy efficient modern home, In excellent location close to Celbridge Village, Turn key interiors, Off street parking, Sunny rear Garden with Shed, BER, Small development with plenty of open space, Close to all amenities, schools, shops and supermarkets, Excellent public transport, Hazelhatch Train Station within easy reach",2015
"Ardskea More, Cummer, Corofin, Co. Galway, H54AH10",50000,0,0,Site,0.51,N/A,53.421558,-8.851822,1007,corofin-galway,Galway,,NA
"West End, Ballineen, Co. Cork, P47AD76",149000,2,1,Terrace,60,D2,51.735478,-8.951475,5167,ballineen-cork,Cork,"South facing garden, Oil fired central heating",NA
"Strand Court, Strand Street, Athlone, Co. Westmeath, N37K590",Price on Application,2,2,Apartment,N/A,B3,53.422985,-7.939029,3648,athlone-westmeath,Westmeath,"Town Centre location, close to amenities , Private parking, Twin West facing balconies , Well managed development with nice community of only 22 apartments  , Presented in showroom condition , Stunning views of the Town and River",2006
"35 Collegefort, Castleknock, Castleknock, Dublin 15, D15AK60",325000,2,2,Apartment,67,D1,53.368893,-6.37342,5282,castleknock-dublin,Dublin,"Ground floor apartment with own door access, South facing patio to the front, Approx. 67.38 sq.m. / 725 sq.ft. , Gas fired radiator central heating, Double glazed PVC windows, one new window in the bedroom, Plenty communal parking spaces, Communal green areas, Close to Castleknock village, Phoenix Park is only 500m away, Excellent transport links",2003
"Ballaghmore, Ballaghmore, Co. Laois",65000,0,0,Site,0.3,N/A,52.95982461922742,-7.693409139443787,2055,ballaghmore-laois,Laois,"Site within Village, Excellent Development Opportunity, Ideal low risk builders project, Picturesque village, School Adjacent",NA
"Cloonshannagh, Rooskey, Co. Roscommon",Price on Application,0,0,Site,13.39,N/A,53.77925240236249,-7.929349599157632,1087,rooskey-roscommon,Roscommon,"Suitable for residence on either side of road, subject to P.P.",NA
"7 Abbey Terrace, Arklow, Arklow, Co. Wicklow, Y14FR68",285000,2,1,Terrace,68,C3,52.79403,-6.155573,4437,arklow-wicklow,Wicklow,"Eircode  Y14FR68, 731.94 sq ft , Oil fired central heating & Open fire , landscaped back garden, rear lane access, and off-street parking at the front., Brand new wooden cabin for additional space , Alarm, Close to all Amenities of Arklow, Myson Kickspace Heater in the Kitchen with hot and cold air",1916
"14 Tragumna Holiday Homes, Tragumna, Skibbereen, Co. Cork, P81TC65",325000,3,3,Terrace,97,C2,51.502029,-9.263801,5506,skibbereen-cork,Cork,,NA
"3 Dunlainn, Culdaff, Culdaff, Co. Donegal, F93PD26",155000,5,2,Detached,150,C3,55.283829,-7.162462,3308,culdaff-donegal,Donegal,"5 Bedrooms, Front and rear gardens, Close to all amenities, Ideal investment or holiday home, Circa 2 Km from stunning Blue Flag Beach",2001
"Waterlands, Eastern Road, Kinsale, Co. Cork, P17P277",650000,3,2,Detached,128,A3,51.708489,-8.513141,6778,kinsale-cork,Cork,"Recently upgraded 3 bed house in Kinsale, Large private mature plot surrounded by farmland, Walking distance of Kinsale Town Centre, House approx. 128 sq m / 1,382 sq ft, garage approx 52 sq m / 560 sq ft, Renovated in 2023 under home energy upgrade scheme, Energy efficient A BER rating, Suitable for reduced rate green mortgage, Efficient air to water heat pump and Demand Controlled Ventilation, Beautifully presented throughout, Viewings highly recommended",1985
"5 O'Halloran Place, Newtown, Cobh, Co. Cork, P24DC66",270000,3,1,Semi-D,121,G,51.855197,-8.312274,4686,cobh-cork,Cork,"Public Transport - with Cobh -to- Cork - bus stop nearby., Ideal Family Home with large gardens., Mains Gas Central Heating., P.V.C. double glazing.",1955
"23 Abbey Avenue, Irish Estates, Corablly, Limerick, Corbally, Co. Limerick, V94H39D",445000,5,3,Detached,184,D2,52.676538,-8.609775,8828,corbally-limerick,Limerick,,1940
"12 Glendoher Drive, Rathfarnham, Dublin 16, D16K0E4",695000,4,2,Semi-D,111,D1,53.284327,-6.291705,1990,rathfarnham-dublin,Dublin,"G.F.C.H., Double glazed windows., Off street parking on gated driveway., Sought after development., Outdoor lighting to the rear., Garage (Development potential, subject to planning permission)",1967
"27 Beechwood Park, Letterkenny, Letterkenny, Co. Donegal, F92A9PX",220000,3,1,Terrace,92,C3,54.956115,-7.735583,3822,letterkenny-donegal,Donegal,,1996
"Lietir, Kilcar, Co. Donegal, F94NT27",225000,3,1,Detached,82,G,54.629787,-8.575827,2869,kilcar-donegal,Donegal,,1900
"Coolbawn, Corlismore, Cavan, Co. Cavan, H12XA06",295000,4,3,Detached,169,C2,53.924569,-7.488947,5350,cavan-cavan,Cavan,"Oil Fired Central Heating, Group Water Scheme, Built Circa: 1997, BER: C2, Fitted wardrobes in all rooms, Peaceful countryside setting, Double Garage with roller doors",1997
"School Road, Knockognoe, Brosna, Co. Kerry, V92H2W5",249000,4,4,Detached,N/A,D1,52.312201,-9.276367,5947,brosna-kerry,Kerry,"Stunning views overlooking Brosna village from its elevated position, Located adjacent to Brosna National School, Within walking distance to the Brosna village and all amenities inc. pubs, local GAA club, shop etc., 10 minute drive from the market towns of Abbeyfeale and Castleisland, Spacious garden with mature trees and lawns, 30sqm attached garage - double doors, OFCH, mains water, onsite septic tank, Fibre broadband available",1976
"6 Dyke Parade, Cork, Cork City Centre, T12E9CC",685000,8,5,End of Terrace,255,B1,51.897586,-8.483205,5755,N/A,N/A,Complies with Planning and Fire Regulations. ,1850
"Cloghaneleesh, Ballyheigue, Ballyheigue, Co. Kerry, V92D8F5",100000,4,1,Bungalow,N/A,E2,52.431755,-9.824016,7800,ballyheigue-kerry,Kerry,"Vacant over 2 years, Magnificent views",NA
"2 Saint Killians Place, Ferrybank, Ferrybank, Co. Waterford, X91X93C",178000,3,1,Terrace,77,D2,52.268721,-7.10044,5382,ferrybank-waterford,Waterford,"Three bedrooms, South facing rear garden., Close to Ferrybank Village and North Quays, Gas fired central heating, Close to local schools and public transport, Possibly qualifies for €50,000 vacant home grant. ",NA
"Newtown, Ballindine, Co. Mayo",Price on Application,0,0,Site,0.5,N/A,53.667883694427,-8.9619723062449,1027,ballindine-mayo,Mayo,"Prime location In a sought after area , Development site subject to planning permission granted , Walking distance of church, schools, post office and shops., 3 mins walk to Ballidine village , 25 min Knock Airport , Mains water & sewage passing by the site ",NA
"Cill Cais, Clanmaurice Avenue, North Circular Road, Co. Limerick, V94A0PF",Price on Application,5,3,Semi-D,19697,A2,52.665316,-8.636442,10500,north-circular-road-limerick,Limerick,,1950
"John'S Hill, Fethard-On-Sea, Fethard-On-Sea, Co. Wexford, Y34PD85",385000,4,2,Detached,135,C2,52.195008,-6.842983,4742,fethard-on-sea-wexford,Wexford,"Flexible Living Accommodation of 135sq m, Mature and Sheltered Gardens, Within Walking Distance of Grange Beach , All the Amenities of the Village are on your Doorstep",1998
"11 Ocean Drive Road, Kinsale Manor, Kinsale, Co. Cork, P17YE97",495000,3,3,Semi-D,110,A3,51.712883,-8.524384,5005,kinsale-cork,Cork,"Excellent turn key condition., Mains services, Near Kinsale Town centre location., Flawless presentation order throughout., Broadband connectivity., Property Features Three Bedroom., Semi-Detached Home.",2017
"12 Thorndale Estate, Dublin Hill, Ballyvolane, Co. Cork, T23R9Y5",285000,3,1,End of Terrace,86,B3,51.921754,-8.466465,6503,ballyvolane-cork,Cork,"Quality home finished to an exceptional high standard., Spacious corner site with wall in gated parking to the rear., BER B3, Located near all amenities, schools, sports etc, Walking distance from Blackpool Shopping Centre, Gas Fired central Heating. ",1982
"Ballylooby Village, Ballylooby, Co. Tipperary",450000,0,0,Site,3,N/A,52.327171,-7.984943,0,ballylooby-tipperary,Tipperary,,NA
"The Nook, New Street, Newmarket, Co. Cork, P51CXT6",Price on Application,3,1,Townhouse,N/A,D2,52.214599,-9.000636,2490,newmarket-cork,Cork,,NA
"2 Woodlands Court, Portmarnock, Portmarnock, Co. Dublin, D13CC84",825000,4,3,Detached,185,D1,53.42969,-6.135013,5683,portmarnock-dublin,Dublin,"c. 10 minutes’ walk from Portmarnock Sports and Leisure Centre., c. 5 minutes drive from Portmarnock Train Station., Gas fired radiator central heating.",1982
"Block K, 472 Castleforbes Square, IFSC, Dublin 1, D01FH59",495000,2,1,Apartment,72,B3,53.348688,-6.230063,2961,ifsc-dublin,Dublin,"Spacious 2 bedroom apartment - 8th floor, Approx 72sqm, Two large balconies , Access to courtyard & 9th floor roof garden, Large light filled rooms with floor to ceiling windows, Renovated kitchen & bathroom, Excellent transport links, BER - B3",NA
"39 Offington Park, Sutton, Sutton, Dublin 13, D13W6Y9",895000,4,3,Detached,211,G,53.386684,-6.097913,6822,sutton-dublin,Dublin,,NA
"Wood House, Rathescar, Dunleer, Co. Louth, A92HF96",525000,4,2,Detached,182,C2,53.817231,-6.442732,4743,dunleer-louth,Louth,"Balance of peace and quiet with accessibility to services and amenities, Connectivity to the M1 (within a short drive) & Proximity to the nearest village (5 minutes), Accessibility to primary and secondary schools within a 5-10 minutes’ drive, Convenience of Dublin airport being only 35 minutes away, Impressive interior: peaceful and homely space",NA
"Willow Cottage, Cloonkeel, Clondra, Co. Longford, N39EW72",295000,3,1,Detached,140,F,53.705426,-7.940419,6622,clondra-longford,Longford,,1900
"Clarinda, Clarinda, Polkeen, Castlegar, Co. Galway, H91FF6N",385000,4,1,Bungalow,130,D2,53.313332,-8.986831,6220,castlegar-galway,Galway,,1970
"Site 2 With OPP, Site 2 With OPP, Kilmyshall, Co. Wexford",60000,0,0,Detached,1300,N/A,52.62566,-6.652074,961,kilmyshall-wexford,Wexford,,NA
"75 Foxfield Road, Raheny, Raheny, Dublin 5, D05KT96",835000,5,2,Semi-D,160,D2,53.382646,-6.165958,4841,raheny-dublin,Dublin,,1965
"Site, Site, Coonogue, Borris, Co. Carlow",45000,0,0,Detached,2400,N/A,52.57572,-6.789603,2743,borris-carlow,Carlow,"Scenic Area, Located on Main Kiltealy - Borris Road., Subject to Planning Permission.",NA
"Site 3 With OPP, Site 3 With OPP, Kilmyshall, Co. Wexford",60000,0,0,Detached,1100,N/A,52.62566,-6.652074,1296,kilmyshall-wexford,Wexford,,NA
"Site 1 With OPP, Site 1 With OPP, Kilmyshall, Co. Wexford",60000,0,0,Detached,1500,N/A,52.62566,-6.652074,1260,kilmyshall-wexford,Wexford,,NA
"78 Boherduff, Claremorris, Co. Mayo, F12Y2X6",95000,3,1,Semi-D,78,G,53.725411,-8.995201,6898,claremorris-mayo,Mayo,"Semi detached 2 storeybhouse in need of complete renovation, Excellent location, Large garden to rear, Side access, Off street parking, Adjacent to Silverbridge shopping centre, Vacant property refurbishment grant subject to terms and conditions",1960
"7 Caldragh Crescent, Attirory, Carrick-on-Shannon, Co. Leitrim, N41VP40",350000,5,3,Detached,187,C2,53.941056,-8.074035,6918,carrick-on-shannon-leitrim,Leitrim,"4/5 bedrooms, Ensuite bedroom, 2 no. living area, Very Large Enclosed Rear Garden, Garden Shed, Ample off street parking, OFCH, Main water, Mains Sewer, Fibre Optic Broadband Available",NA
"Kilroe West, Inverin, Co. Galway, H91Y6HW",525000,6,4,Detached,208,C1,53.265265,-9.358397,6327,inverin-galway,Galway,"Stunning country side residence, c. 208.41 sq.m. (2,243 sq.ft.), Large detached garage, West facing, Magnificent gardens, House presented in excellent order, Short drive to Inverin & Spiddal, Excellent amenities and beaches nearby, Walkin condition",1996
"61 Dodder Road Lower, Rathfarnham, Dublin 14, D14A525",795000,4,2,Semi-D,127,D2,53.304619,-6.275176,6958,rathfarnham-dublin,Dublin,"Well maintained family home, South facing to rear, Off street parking, Garage with potential to convert (subject to p.p.), Within walking distance of Terenure and Rathfarnham Villages, Easy access to the city centre, Quiet surroundings, Solar panels, Double glazed windows, Attic floored and insulated",1955
"2 Blackberry Hill, Golf Lane, Carrickmines, Dublin 18, D18N3K9",895000,5,4,Semi-D,206,A2,53.251565,-6.175719,3514,carrickmines-dublin,Dublin,,2016
"315 Kimmage Road Lower, Dublin 6w, Kimmage, Dublin 6W, D6WNH73",750000,4,2,Detached,122,G,53.315518,-6.295508,6227,kimmage-dublin,Dublin,"Gas Fired Central Heating, 28 Meter Rear Garden, PVC Double Glazed Windows, Fitted alarm, Garage, Superb Location, Parking to Front",NA
"Dunguib, Killenaule, Co. Tipperary, E41XA39",55000,0,0,Site,0.75,N/A,52.558276,-7.696859,1191,killenaule-tipperary,Tipperary,,NA
"Ballinacarrow, F56VH27",89000,2,1,Terrace,0.47,G,54.134426,-8.56028,5562,ballinacarrow-sligo,Sligo,"Excellent location, Mains water and sewer connection., Within a fifteen minute drive of Sligo., Galway/ Sligo Express route stop., Mains water and sewer., Large garden to rear of property., Close proximity to local amenities.",NA
"Inish Turk South, Clifden, Co. Galway, H71WT26",175000,3,1,Detached,60,G,53.509979,-10.148451,14597,clifden-galway,Galway,"Coastal property with direct sea access, Ideal for use as a holiday home, Excellent redevelopment opportunity, Accessible by boat from Clifden, Rib boat included in the sale, Perfect getaway property / retreat, Four beaches at front door, Electricity and broadband on island, Stunning views, Quay on island",1900
"Crove Upper, Carrick, Co. Donegal, F94R2P7",Price on Application,2,1,Detached,35,G,54.707932,-8.514229,1762,carrick-donegal,Donegal,,NA
"Eden Harbour, Camden Road, Crosshaven, Co. Cork, P43TX43",500000,3,2,Bungalow,1268,D2,51.808565,-8.28555,4470,crosshaven-cork,Cork,"Stunning Sea views, Large, elevated site, Spacious gardens",1970
"49 Churchfield Park, Ashbourne, Co. Meath, A84AY89",485000,3,3,Semi-D,116,A3,53.507874,-6.411342,4620,ashbourne-meath,Meath,,2017
"26 Ballsgrove, Drogheda, Co. Louth, A92T8YF",225000,3,1,End of Terrace,N/A,D1,53.708983,-6.364964,6540,drogheda-louth,Louth,"Excellent location , Bright and spacious living accommodation , Highly sought after location , Double Glazed Windows, Gas Fired Central Heating, Site for sale separately with planning for detached residence ",NA
"Dromagorteen, Bonane, Bonane, Co. Kerry, V93NH39",725000,4,4,Duplex,213,B2,51.828661,-9.519268,5073,bonane-kerry,Kerry,,2005
"Apartment 55, Block C1, Geraldstown Woods, Santry, Dublin 9, D09PK77",250000,2,2,Apartment,62,B3,53.400997,-6.260749,5001,santry-dublin,Dublin,"Alarm , Allocated parking , En suite, Bright spacious living area, Local amenities, Fitted wardrobes",2002
"Thistlebank Cottage, Beamore, Drogheda, Co. Meath, A92FWF8",595000,5,3,Detached,274,B2,53.688716,-6.357136,8543,drogheda-meath,Meath,"Excellent location, Southside of Drogheda., Bright and spacious living accommodation , High-quality construction, built in 2009, Double glazed windows throughout, Sitting on half an acre, Beautifully presented throughout, Very spacious interior throughout, Close to the M1 Motorway, Easily commutable to Dublin, Ashbourne & beyond, Excellent distance to Primary & Secondary schools",NA
